constraint_id,h1_band,proj_v1,proj_v2,proj_v3,proj_v4,efrac_v1,efrac_v2,efrac_v3,efrac_v4
abolition_reading,0,-1.446801497759991,0.4910402262345796,0.5283978418661065,0.047622085519004154,-5.820260368351494e-15,0.0036558272441252183,0.8332384556698718,0.1631057170860089
abolitionist_rights,0,-1.5815620902073535,0.2364277612058545,0.21036168311085193,0.0705789613829955,-1.4159944785085274e-14,0.0017254922594239185,0.26887168078534884,0.7294028269552414
absolutist_reading,0,-1.1165042395242126,0.38036289269204454,0.4057331655692364,0.06245563016706634,-4.478132654015137e-15,0.00283399769960409,0.6347167236926957,0.36244927860770465
adaptation_priority,0,-1.1165042395242126,0.38036289269204454,0.4057331655692364,0.06245563016706634,-4.478132654015137e-15,0.00283399769960409,0.6347167236926957,0.36244927860770465
adaptation_priority_reading,0,-0.9472545045474109,0.3275828642395883,0.33726183183557723,0.1410068390793045,-1.4087112739667004e-15,0.0009186667385182146,0.1916662925297213,0.8074150407317618
antisubordination_reading,0,-1.1807056153097946,0.17270156857237753,0.15246155104410766,0.052465742182725705,-1.4474627336227393e-14,0.0016886657959210888,0.25904041212248635,0.739270922081607
autonomy_reading,0,-1.0543747077291157,0.15761851937169166,0.14024108886763612,0.04705297183427046,-1.4159800798927584e-14,0.001725475036665025,0.2688688291525606,0.7294056958107885
balancing_reading,0,-1.176033095598477,0.17580560771851908,0.1564223487291704,0.0524822110798934,-1.4159795036519278e-14,0.0017254816136691316,0.26886743627467824,0.7294070821116668
became_thinkable_reading,0,-1.1724047665177009,0.17806927254397623,0.15010631785373701,0.11542371096367561,-3.725439641574988e-15,0.00046862705561586684,0.06554552483304213,0.9339858481113458
behavioral_competence_reading,4,-0.1599525973814488,0.02571112719348398,0.013959405344078583,0.0062920102358723804,-2.0686816898947527e-14,0.0029146091197968923,0.1691093555754728,0.827976035304751
beneficiary_agency_reading,0,-1.0122473016874836,0.1839012310886227,0.06690760909298525,0.7778472475029768,-6.545130925009597e-17,1.1779893517657011e-05,0.00030691550271572,0.9996813046037666
beneficiary_maintained_reading,0,-0.9523121441723569,0.32442747213927203,0.3460659417486565,0.053270744370479794,-4.4781536874348765e-15,0.0028340179920727008,0.6347179644570927,0.36244801755083894
beneficiary_maintenance_reading,0,-1.176033095598477,0.17580560771851908,0.1564223487291704,0.0524822110798934,-1.4159795036519278e-14,0.0017254816136691316,0.26886743627467824,0.7294070821116668
biology_reading,0,-0.9523121441723569,0.32442747213927203,0.3460659417486565,0.053270744370479794,-4.4781536874348765e-15,0.0028340179920727008,0.6347179644570927,0.36244801755083894
birth_reading,0,-0.2399303674963689,0.03856691625685486,0.02093893315914559,0.009438074520309106,-2.0686913602916304e-14,0.002914621073960187,0.16910524756143902,0.8279801313646216
birth_threshold_reading,0,-0.7427738612871155,0.132483956494763,0.05421144575936189,0.5154370548241579,-8.024699061588512e-17,1.3920957828084436e-05,0.0004587966420348596,0.9995272824001371
bodily_autonomy_primary,3,-1.3802771280853103,0.20519360169988446,0.18596663126425766,0.03587485115257435,-2.697087864125497e-14,0.0032502528646771675,0.5254788986195398,0.47127084851581
bridge_reading,0,-0.7705046375927496,0.1151831049159259,0.10248392475640473,0.03438458831388831,-1.4159964017488398e-14,0.0017255049407949787,0.26887217152015264,0.7294023235390665
catastrophe_as_necessary,0,-1.1179832234168907,0.37944017489530135,0.40830771372141933,0.0367993397819607,-5.820232546959257e-15,0.0036558081493187856,0.8332352887189758,0.16310890313171122
catastrophic_tail_dominant,0,-0.9513922143598356,0.32500140375135406,0.3444645696101973,0.06922898875759376,-3.593335299161772e-15,0.002286525451778465,0.505580594084178,0.49213288046404696
catastrophic_tail_reading,0,-0.9523121441723569,0.32442747213927203,0.3460659417486565,0.053270744370479794,-4.4781536874348765e-15,0.0028340179920727008,0.6347179644570927,0.36244801755083894
categorical_abolition,0,-0.6488457703475992,0.09699633018099006,0.08630185410475008,0.028955228794347993,-1.416014132446101e-14,0.00172552893872457,0.26887325543339335,0.7294012156278962
civic_eugenic_reading,0,-1.1165042395242126,0.38036289269204454,0.4057331655692364,0.06245563016706634,-4.478132654015137e-15,0.00283399769960409,0.6347167236926957,0.36244927860770465
civic_right_reading,0,-0.9725078540132445,0.14596912789019592,0.12812751989319748,0.05664076915568376,-9.390229642579671e-15,0.0011535568804048439,0.17494339054702657,0.8239030525725779
co_constitution_reading,3,-0.7554506371720591,0.12457508962185723,0.0762786028743189,0.2955299653276767,-2.519220423422266e-16,3.7354541506957406e-05,0.0027566534063569134,0.9972059920521364
codification_asymmetry,0,-0.9523121441723569,0.32442747213927203,0.3460659417486565,0.053270744370479794,-4.4781536874348765e-15,0.0028340179920727008,0.6347179644570927,0.36244801755083894
collective_militia_reading,5,-1.176033095598477,0.17580560771851908,0.1564223487291704,0.0524822110798934,-1.4159795036519278e-14,0.0017254816136691316,0.26886743627467824,0.7294070821116668
collective_right_reading,0,-0.6488457703475992,0.09699633018099006,0.08630185410475008,0.028955228794347993,-1.416014132446101e-14,0.00172552893872457,0.26887325543339335,0.7294012156278962
colorblind_reading,6,-0.853797256075973,0.2908657393366836,0.31026641893939594,0.04775993288088355,-4.478151080995807e-15,0.002834010007081781,0.6347190007806824,0.3624469892122403
commemorative_husk_reading,0,-1.344069835211673,0.227782835884108,0.12293861627041354,0.6639714954929726,-1.5819356578658234e-16,2.4775027583004917e-05,0.0014205106991242442,0.9985547142732929
communal_autonomy_reading,0,-0.9741249275256808,0.14496025787074948,0.1309424481990415,0.028589004823075418,-2.3927328455932542e-14,0.0028892812021821747,0.4640326420111284,0.5330780767867134
competence_reading,0,-0.5677407488053884,0.08487162750333292,0.0755144243764232,0.02533577573175244,-1.4160186195104529e-14,0.0017255235900219144,0.2688755954914372,0.7293988809185551
composite_reading,5,-1.0535498897889681,0.15813311198910615,0.13880528316738025,0.06136128762596399,-9.390098868977347e-15,0.0011535398370148406,0.1749422335589835,0.823904226604011
conception_reading,0,-1.3787981441926322,0.2061163194966277,0.18339208311207478,0.06153114153767999,-1.4159703119948738e-14,0.0017254585625940742,0.2688664765099651,0.729408064927455
conceptual_emergence_reading,0,-0.35989521102905087,0.05785060039657882,0.031408688132317106,0.01415711297959699,-2.068680687634268e-14,0.002914634321300287,0.1691078003106178,0.8279775653681025
constitutional_hybrid_reading,3,-0.48663395892372724,0.0727468918683588,0.06472666449121292,0.021717196102518016,-1.4159351186939666e-14,0.001725418393246195,0.26886093537520234,0.7294136462315657
constitutional_supremacy_reading,0,-0.5677407488053884,0.08487162750333292,0.0755144243764232,0.02533577573175244,-1.4160186195104529e-14,0.0017255235900219144,0.2688755954914372,0.7293988809185551
consumer_adoption_friction,0,-1.0543747077291157,0.15761851937169166,0.14024108886763612,0.04705297183427046,-1.4159800798927584e-14,0.001725475036665025,0.2688688291525606,0.7294056958107885
continuationist_reading,0,-0.9523121441723569,0.32442747213927203,0.3460659417486565,0.053270744370479794,-4.4781536874348765e-15,0.0028340179920727008,0.6347179644570927,0.36244801755083894
continuity_reading,0,-0.2399303674963689,0.03856691625685486,0.02093893315914559,0.009438074520309106,-2.0686913602916304e-14,0.002914621073960187,0.16910524756143902,0.8279801313646216
continuous_refresh_hybrid,0,-1.176033095598477,0.17580560771851908,0.1564223487291704,0.0524822110798934,-1.4159795036519278e-14,0.0017254816136691316,0.26886743627467824,0.7294070821116668
contraction_reading,0,-0.7705046375927496,0.1151831049159259,0.10248392475640473,0.03438458831388831,-1.4159964017488398e-14,0.0017255049407949787,0.26887217152015264,0.7294023235390665
convergence_synthesis,0,-0.7543428871639113,0.12526619968189281,0.07435028184886601,0.3147463719591769,-2.2154879093849154e-16,3.3313985920142033e-05,0.0023100413004582578,0.9976566447136218
convertibility_constraint_removal,0,-0.962076070242387,0.31803982513571427,0.36258011492073716,0.05572048351974772,-4.170067450219174e-15,0.002484930664522846,0.6357039944376767,0.36181107489780456
coordination_lock_in,0,-0.7705046375927496,0.1151831049159259,0.10248392475640473,0.03438458831388831,-1.4159964017488398e-14,0.0017255049407949787,0.26887217152015264,0.7294023235390665
correctness_camouflage,3,-1.3787981441926322,0.2061163194966277,0.18339208311207478,0.06153114153767999,-1.4159703119948738e-14,0.0017254585625940742,0.2688664765099651,0.729408064927455
credibility_paradox_reading,0,-0.9523121441723569,0.32442747213927203,0.3460659417486565,0.053270744370479794,-4.4781536874348765e-15,0.0028340179920727008,0.6347179644570927,0.36244801755083894
cyclopean_point_as_manufactured_center,3,-1.3787981441926322,0.2061163194966277,0.18339208311207478,0.06153114153767999,-1.4159703119948738e-14,0.0017254585625940742,0.2688664765099651,0.729408064927455
decentralization_sovereignty_commitment,0,-0.9069756583049653,0.35408700315431907,0.26938627690299866,0.041895958907848974,-6.635305162381137e-15,0.005514633050962574,0.6282656210062221,0.366219745942822
degrowth_reading,0,-1.176033095598477,0.17580560771851908,0.1564223487291704,0.0524822110798934,-1.4159795036519278e-14,0.0017254816136691316,0.26886743627467824,0.7294070821116668
