constraint_id,epsilon,E_total,E_edge12,E_edge23,E_edge34,h1_band,d_pattern
abolition_reading,0.88,1.0036636222431587,0.8546973078612361,0.14599475210032342,0.002971562281599398,0,"(0.9, 0.7, 0.07, 0.72)"
abolitionist_rights,0.78,0.4929735636541316,0.142334208587908,0.34456132842942255,0.006078026636801183,0,"(0.9, 0.7, 0.12, 0.72)"
absolutist_reading,0.68,0.7768487939925062,0.5103469494180323,0.2618822823230721,0.0046195622514016346,0,"(0.9, 0.7, 0.12, 0.72)"
adaptation_priority,0.68,0.7768487939925062,0.5103469494180323,0.2618822823230721,0.0046195622514016346,0,"(0.9, 0.7, 0.12, 0.72)"
adaptation_priority_reading,0.58,1.7775591668763315,0.3712805485746777,1.3848602889177681,0.021418329383885566,0,"(0.9, 0.7, 0.25, 0.72)"
antisubordination_reading,0.58,0.2687748099640711,0.07489414592457123,0.19051990852866252,0.0033607555108374648,0,"(0.92, 0.7, 0.12, 0.72)"
autonomy_reading,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
balancing_reading,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
became_thinkable_reading,0.58,1.0296516425496085,0.07869985721546927,0.9362201317490532,0.01473165358508603,0,"(0.9, 0.7, 0.22, 0.72)"
behavioral_competence_reading,0.08,0.003451450269980229,0.0006442870387823625,0.0027432235530729506,6.393967812491618e-05,4,"(0.95, 0.65, 0.12, 0.72)"
beneficiary_agency_reading,0.52,43.68854833828766,0.0632596482612924,43.004162176019506,0.6211265140068613,0,"(0.9, 0.7, 0.92, 0.72)"
beneficiary_maintained_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
beneficiary_maintenance_reading,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
biology_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
birth_reading,0.12,0.007765822056103939,0.0014496237318533654,0.006172331558351646,0.00014386676589892618,0,"(0.95, 0.65, 0.12, 0.72)"
birth_threshold_reading,0.38,19.186562248953656,0.03378216585852887,18.87971808239374,0.2730620007013907,0,"(0.9, 0.7, 0.78, 0.72)"
bodily_autonomy_primary,0.68,0.19712884870525896,0.10817765356675646,0.08717681754072747,0.001774377597774912,3,"(0.9, 0.7, 0.07, 0.72)"
bridge_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
catastrophe_as_necessary,0.68,0.599298144556535,0.5103469494180323,0.08717681754072747,0.001774377597774912,0,"(0.9, 0.7, 0.07, 0.72)"
catastrophic_tail_dominant,0.58,0.7029657077990813,0.3712805485746777,0.3262021975324442,0.005482961691959443,0,"(0.9, 0.7, 0.15, 0.72)"
catastrophic_tail_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
categorical_abolition,0.32,0.08297133259106843,0.023956103720391315,0.05799224470931137,0.001022984161365738,0,"(0.9, 0.7, 0.12, 0.72)"
civic_eugenic_reading,0.68,0.7768487939925062,0.5103469494180323,0.2618822823230721,0.0046195622514016346,0,"(0.9, 0.7, 0.12, 0.72)"
civic_right_reading,0.48,0.2810753232300073,0.05390133074393555,0.22341867008612312,0.003755322399948689,0,"(0.9, 0.7, 0.15, 0.72)"
co_constitution_reading,0.38,6.32206144419242,0.03378216585852887,6.197655793906552,0.09062348442734111,3,"(0.9, 0.7, 0.5, 0.72)"
codification_asymmetry,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
collective_militia_reading,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,5,"(0.9, 0.7, 0.12, 0.72)"
collective_right_reading,0.32,0.08297133259106843,0.023956103720391315,0.05799224470931137,0.001022984161365738,0,"(0.9, 0.7, 0.12, 0.72)"
colorblind_reading,0.52,0.45427984119818215,0.29843790781714447,0.1531405535593708,0.002701379821667107,6,"(0.9, 0.7, 0.12, 0.72)"
commemorative_husk_reading,0.68,31.86893501303639,0.10817765356675646,31.305381587133542,0.4553757723360933,0,"(0.9, 0.7, 0.58, 0.72)"
communal_autonomy_reading,0.48,0.11067455892288529,0.05390133074393555,0.055682664383246504,0.001090563795703312,0,"(0.9, 0.7, 0.08, 0.72)"
competence_reading,0.28,0.06352488180908918,0.01834153062753832,0.044400134476995964,0.0007832167045549033,0,"(0.9, 0.7, 0.12, 0.72)"
composite_reading,0.52,0.3298775377453783,0.0632596482612924,0.2622105495123272,0.004407339971758704,5,"(0.9, 0.7, 0.15, 0.72)"
conception_reading,0.68,0.37467949814123036,0.10817765356675646,0.2618822823230721,0.0046195622514016346,0,"(0.9, 0.7, 0.12, 0.72)"
conceptual_emergence_reading,0.18,0.017473156737370703,0.003261710507806919,0.013887746006291198,0.00032370022327258375,0,"(0.95, 0.65, 0.12, 0.72)"
constitutional_hybrid_reading,0.24,0.04667390824427854,0.013475448769534524,0.032622997391394834,0.0005754620833491999,3,"(0.9, 0.7, 0.12, 0.72)"
constitutional_supremacy_reading,0.28,0.06352488180908918,0.01834153062753832,0.044400134476995964,0.0007832167045549033,0,"(0.9, 0.7, 0.12, 0.72)"
consumer_adoption_friction,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
continuationist_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
continuity_reading,0.12,0.007765822056103939,0.0014496237318533654,0.006172331558351646,0.00014386676589892618,0,"(0.95, 0.65, 0.12, 0.72)"
continuous_refresh_hybrid,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
contraction_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
convergence_synthesis,0.38,7.167718029043307,0.03378216585852887,7.031283325447769,0.10265253773700755,0,"(0.9, 0.7, 0.52, 0.72)"
convertibility_constraint_removal,0.58,0.6194245909282632,0.40734838335287077,0.20871545206455505,0.0033607555108374648,0,"(0.9, 0.72, 0.12, 0.72)"
coordination_lock_in,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
correctness_camouflage,0.68,0.37467949814123036,0.10817765356675646,0.2618822823230721,0.0046195622514016346,3,"(0.9, 0.7, 0.12, 0.72)"
credibility_paradox_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
cyclopean_point_as_manufactured_center,0.68,0.37467949814123036,0.10817765356675646,0.2618822823230721,0.0046195622514016346,3,"(0.9, 0.7, 0.12, 0.72)"
decentralization_sovereignty_commitment,0.58,0.34597367842886173,0.2257092009128771,0.11690372200514713,0.0033607555108374648,0,"(0.9, 0.62, 0.12, 0.72)"
degrowth_reading,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
deterrence_instrument,0.68,0.7768487939925062,0.5103469494180323,0.2618822823230721,0.0046195622514016346,0,"(0.9, 0.7, 0.12, 0.72)"
deterrence_reading,0.52,0.24743755262016273,0.07696993624460786,0.16776623655388778,0.002701379821667107,0,"(0.9, 0.72, 0.12, 0.72)"
disparity_as_depth_signal,0.08,0.003451450269980229,0.0006442870387823625,0.0027432235530729506,6.393967812491618e-05,4,"(0.95, 0.65, 0.12, 0.72)"
diversity_reading,0.28,0.06352488180908918,0.01834153062753832,0.044400134476995964,0.0007832167045549033,0,"(0.9, 0.7, 0.12, 0.72)"
domain_partition_reading,0.35,0.09926048436349684,0.028658401315975898,0.06937825628801429,0.001223826759506642,0,"(0.9, 0.7, 0.12, 0.72)"
drop_confessional_instantiation,0.58,0.907118108389829,0.3712805485746777,0.5272720529618635,0.00856550685328759,0,"(0.9, 0.7, 0.18, 0.72)"
dual_priority_reading,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,5,"(0.9, 0.7, 0.12, 0.72)"
ecumenical_boundary_shift,0.52,0.3650684935116271,0.29843790781714447,0.0653506778380477,0.00127990785643504,0,"(0.9, 0.7, 0.08, 0.72)"
endogenous_climb_reading,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,3,"(0.9, 0.7, 0.12, 0.72)"
endogenous_reinterpretation_reading,0.35,0.06606090544099384,0.01233169838687491,0.05250538029461228,0.001223826759506642,0,"(0.95, 0.65, 0.12, 0.72)"
engineered_infrastructure_reading,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
episcopal_collegiality_tension,0.52,0.3298775377453783,0.0632596482612924,0.2622105495123272,0.004407339971758704,0,"(0.9, 0.7, 0.15, 0.72)"
existential_matrix_reading,0.78,1.0221246476547987,0.6714852925885751,0.34456132842942255,0.006078026636801183,0,"(0.9, 0.7, 0.12, 0.72)"
existential_risk_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,6,"(0.9, 0.7, 0.12, 0.72)"
exogenous_override_reading,0.58,0.16158978378979866,0.07869985721546927,0.08129767528840591,0.0015922512859234345,0,"(0.9, 0.7, 0.08, 0.72)"
expected_value_dominant,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
explanatory_closure_mechanism,0.22,0.003927988383069246,0.0039004024699985404,3.918018917103992e-12,2.7585909152670053e-05,0,"(1.0, 0.6459, 0.0, 0.725)"
first_held_reading,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
fork_diffusion_status_signal,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
frame_absorption_dynamics,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,6,"(0.9, 0.7, 0.12, 0.72)"
frame_mismatch_friction,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,3,"(0.9, 0.7, 0.12, 0.72)"
freedom_floor_reading,0.18,0.017473156737370703,0.003261710507806919,0.013887746006291198,0.00032370022327258375,0,"(0.95, 0.65, 0.12, 0.72)"
freedom_of_movement_reading,0.58,0.49704977676628936,0.3031691127267892,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
freedom_primary,0.68,0.599298144556535,0.5103469494180323,0.08717681754072747,0.001774377597774912,0,"(0.9, 0.7, 0.07, 0.72)"
gender_identity_reading,0.38,0.0390752299637278,0.002074423309754962,0.035558223916558745,0.001442582737414098,0,"(0.9, 0.58, 0.12, 0.72)"
gender_justice_fragmentation,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
hanafi_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
hanbali_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,6,"(0.9, 0.7, 0.12, 0.72)"
harm_limited_reading,0.58,0.16158978378979866,0.07869985721546927,0.08129767528840591,0.0015922512859234345,0,"(0.9, 0.7, 0.08, 0.72)"
harm_reduction_reading,0.38,0.0390752299637278,0.002074423309754962,0.035558223916558745,0.001442582737414098,0,"(0.9, 0.58, 0.12, 0.72)"
harm_threshold_reading,0.58,0.23774116322862127,0.06235134573380016,0.17202906198398366,0.0033607555108374648,0,"(0.9, 0.68, 0.12, 0.72)"
husk_reading,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
hybrid_atrophy_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
hybrid_pedagogical_reading,0.48,0.21083276231853937,0.06558320662123267,0.14294779335779845,0.0023017623395082854,0,"(0.9, 0.72, 0.12, 0.72)"
hybrid_reading,0.52,0.8276362076350994,0.0632596482612924,0.7525352458049652,0.011841313568841648,3,"(0.9, 0.7, 0.22, 0.72)"
hybrid_scaffolding_reading,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
individual_right_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
inflation_credibility_constraint,0.58,0.45417047514900716,0.3712805485746777,0.08129767528840591,0.0015922512859234345,0,"(0.9, 0.7, 0.08, 0.72)"
infrastructure_regulatory_lag,0.52,0.4939684174013047,0.0632596482612924,0.4238237857757215,0.006884983364290683,3,"(0.9, 0.7, 0.18, 0.72)"
institutional_adoption_lag,0.38,0.06936273522838032,0.03378216585852887,0.034897094765457444,0.0006834746043940408,0,"(0.9, 0.7, 0.08, 0.72)"
institutional_pluralism_equilibrium,0.38,0.06852037070383364,0.03293980133398215,0.034897094765457444,0.0006834746043940408,0,"(0.91, 0.7, 0.08, 0.72)"
institutional_pragmatism_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
institutional_reallocation_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
integration_primary,0.52,0.45427984119818215,0.29843790781714447,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
integration_reading,0.58,34.919887386666254,0.3712805485746777,34.055071049606006,0.4935357884855772,0,"(0.9, 0.7, 0.68, 0.72)"
legalization_reading,0.58,31.531613272895356,0.3712805485746777,30.714811152248622,0.4455215720720666,0,"(0.9, 0.7, 0.65, 0.72)"
literacy_extraction_tradeoff,0.58,0.27258052125496923,0.07869985721546927,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
literary_continuity_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
literary_revival_reading,0.08,0.003451450269980229,0.0006442870387823625,0.0027432235530729506,6.393967812491618e-05,0,"(0.95, 0.65, 0.12, 0.72)"
liturgical_continuity_reading,0.12,0.007765822056103939,0.0014496237318533654,0.006172331558351646,0.00014386676589892618,0,"(0.95, 0.65, 0.12, 0.72)"
liturgical_preservation_reading,0.38,0.26564406143894276,0.03563420888516534,0.22633308594836707,0.003676766605410331,0,"(0.88, 0.7, 0.18, 0.72)"
liturgical_vernacularization,0.58,0.49704977676628936,0.3031691127267892,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
living_constitutionalist_reading,0.48,1.017050616111384,0.05390133074393555,0.9484800338913818,0.01466925147606655,0,"(0.9, 0.7, 0.25, 0.72)"
lock_in_reading,0.38,0.11700409494541983,0.03378216585852887,0.08177934634947688,0.001442582737414098,0,"(0.9, 0.7, 0.12, 0.72)"
mitigation_priority_reading,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
mixed_constitutional_reading,0.48,0.18668903078347623,0.05390133074393555,0.13048593770003242,0.0023017623395082854,0,"(0.9, 0.7, 0.12, 0.72)"
modernization_defection_gradient,0.38,0.17616335426666982,0.03378216585852887,0.14002754652097738,0.0023536418871635714,0,"(0.9, 0.7, 0.15, 0.72)"
monarchical_reading,0.68,0.7768487939925062,0.5103469494180323,0.2618822823230721,0.0046195622514016346,5,"(0.9, 0.7, 0.12, 0.72)"
monetary_aggregate_collapse,0.52,0.21910158164233026,0.0632596482612924,0.1531405535593708,0.002701379821667107,0,"(0.9, 0.7, 0.12, 0.72)"
monetary_discretion_expansion,0.58,0.5651612126141776,0.3712805485746777,0.19051990852866252,0.0033607555108374648,0,"(0.9, 0.7, 0.12, 0.72)"
monopoly_transfer_mechanism,0.52,0.09210544462740478,0.009475858670051723,0.07992820613568599,0.002701379821667107,0,"(0.9, 0.6, 0.12, 0.72)"
