testsets	digital_money_legitimacy	crypto_permissionless_reading	regulated_stablecoin_reading	0	1	0	key_fragile
testsets	digital_money_legitimacy	crypto_permissionless_reading	sovereign_cbdc_reading	0	1	0	key_fragile
testsets	digital_money_legitimacy	regulated_stablecoin_reading	sovereign_cbdc_reading	0	1	0	key_fragile
testsets	moral_causation_locus	dispositional_reading	interactionist_reading	0	1	0	key_fragile
testsets	moral_causation_locus	dispositional_reading	situational_reading	0	1	0	key_fragile
testsets	moral_causation_locus	interactionist_reading	situational_reading	0	1	0	key_fragile
testsets	visual_evidentiary_authority	distributed_verification	epistemic_collapse	0	1	0	key_fragile
testsets	visual_evidentiary_authority	distributed_verification	indexical_realism	1	0	0	robustly_undersampled
testsets	visual_evidentiary_authority	distributed_verification	post_evidentiary	0	1	0	key_fragile
testsets	visual_evidentiary_authority	epistemic_collapse	indexical_realism	0	1	0	key_fragile
testsets	visual_evidentiary_authority	epistemic_collapse	post_evidentiary	0	1	0	key_fragile
testsets	visual_evidentiary_authority	indexical_realism	post_evidentiary	0	1	0	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__christian_canonical_reading	marriage_authority_kernel__hindu_codified_reading	0	1	0	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__christian_canonical_reading	marriage_authority_kernel__muslim_shariat_reading	0	1	0	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__christian_canonical_reading	marriage_authority_kernel__parsi_communal_reading	0	1	1	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__christian_canonical_reading	marriage_authority_kernel__secular_civil_reading	0	1	0	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__muslim_shariat_reading	0	1	0	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__parsi_communal_reading	0	1	1	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__hindu_codified_reading	marriage_authority_kernel__secular_civil_reading	0	1	0	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__muslim_shariat_reading	marriage_authority_kernel__parsi_communal_reading	0	1	1	key_fragile
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__muslim_shariat_reading	marriage_authority_kernel__secular_civil_reading	1	0	0	robustly_undersampled
testsets_haiku	marriage_authority_kernel	marriage_authority_kernel__parsi_communal_reading	marriage_authority_kernel__secular_civil_reading	0	1	1	key_fragile
testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__composite_overdetermination_reading	vatican_ii_doctrinal_authority__continuity_reading	0	1	0	key_fragile
testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__composite_overdetermination_reading	vatican_ii_doctrinal_authority__rupture_progressive_reading	0	1	0	key_fragile
testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__composite_overdetermination_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0	1	0	key_fragile
testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_progressive_reading	1	0	0	robustly_undersampled
testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__continuity_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0	1	0	key_fragile
testsets_haiku	vatican_ii_doctrinal_authority	vatican_ii_doctrinal_authority__rupture_progressive_reading	vatican_ii_doctrinal_authority__rupture_traditionalist_reading	0	1	0	key_fragile
testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__pragmatic_development_reading	0	1	0	key_fragile
testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__property_rights_reading	0	1	0	key_fragile
testsets_haiku	software_source_status	software_source_status__freedom_imperative_reading	software_source_status__utilitarian_hybrid_reading	0	1	0	key_fragile
testsets_haiku	software_source_status	software_source_status__pragmatic_development_reading	software_source_status__property_rights_reading	0	1	0	key_fragile
testsets_haiku	software_source_status	software_source_status__pragmatic_development_reading	software_source_status__utilitarian_hybrid_reading	1	0	0	robustly_undersampled
testsets_haiku	software_source_status	software_source_status__property_rights_reading	software_source_status__utilitarian_hybrid_reading	0	1	0	key_fragile
testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__market_libertarian_reading	0	1	0	key_fragile
testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__magisterial_subsidiarity_reading	ai_governance_legitimacy__technocratic_optimization_reading	0	1	0	key_fragile
testsets_haiku	ai_governance_legitimacy	ai_governance_legitimacy__market_libertarian_reading	ai_governance_legitimacy__technocratic_optimization_reading	0	1	0	key_fragile
testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__property_reading	0	1	0	key_fragile
testsets_haiku	animal_moral_status	animal_moral_status__abolitionist_reading	animal_moral_status__welfare_reading	0	1	0	key_fragile
testsets_haiku	animal_moral_status	animal_moral_status__property_reading	animal_moral_status__welfare_reading	0	1	0	key_fragile
testsets_haiku	tordesillas_demarcation_kernel	tordesillas_demarcation_kernel__portuguese_exploration_legitimation	tordesillas_demarcation_kernel__spanish_conquest_legitimation	0	1	0	key_fragile
testsets_haiku	wto_treaty_framework	wto_treaty_framework__developmental_reading	wto_treaty_framework__market_access_reading	0	1	0	key_fragile
