id	n_obs_defined	has_full_map	chi_min	chi_max	chi_span	starved	subset_a	subset_b	mtype_vec	ftype_vec	immut_vec
gendered_outcome_asymmetry	4	True	-0.03295654416664985	1.0685459314182089	1.1015024755848588	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
geopolitical_settlement_competition	4	True	0.07488390552014793	0.9315528632876693	0.8566689577675214	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
gita_kurukshetra_discourse__gandhian_allegorical_reading	4	True	-0.013098113707258273	0.4246785112046727	0.437776624911931	False	False	False	unknown|rope|rope|unknown	unknown|rope|rope|unknown	mountain|rope|rope|mountain
historical_treaty_substrate__stewardship_reading	4	True	-0.010562994925208284	0.34248267032634894	0.35304566525155723	True	True	False	unknown|rope|rope|rope	unknown|rope|rope|rope	mountain|rope|rope|mountain
indexical_realism	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
institutional_barrier_structure	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
institutional_trust_erosion_c0	4	True	0.5280555494342778	0.9315528632876693	0.4034973138533915	True	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
institutional_validation_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
institutional_verification_collapse	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
interactionist_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	unknown|scaffold|scaffold|unknown	unknown|scaffold|scaffold|unknown	mountain|rope|rope|mountain
intervention_target_selection	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
jewish_self_determination__indigenous_return_reading	4	True	-0.03295654416664985	1.0685459314182089	1.1015024755848588	False	False	False	snare|snare|scaffold|snare	snare|snare|scaffold|snare	mountain|rope|rope|mountain
jewish_sovereignty_palestine__cultural_zionist_reading	4	True	-0.00633779695512497	0.20548960219580936	0.21182739915093432	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
jewish_sovereignty_palestine__settler_colonial_reading	4	True	-0.038026781730749824	1.2329376131748562	1.270964394905606	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
jewish_territorial_claim__labor_zionism_reading	4	True	-0.035914182745708165	1.1644410791095863	1.2003552618552944	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
john_1_1_logos__non_incarnational_monotheist	4	True	0.35359999999999997	0.9315528632876693	0.5779528632876694	False	False	False	tangled_rope|snare|snare|snare	tangled_rope|snare|snare|snare	mountain|rope|rope|mountain
knowledge_legitimacy_biomedicine_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
knowledge_legitimacy_biomedicine_flat_control	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
lausanne_minority_protections__guarantor_reading	4	True	-0.00929543553418329	0.30138474988718705	0.3106801854213703	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
learning_difficulty_substrate_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
learning_difficulty_substrate_flat_control	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
livelihood_security_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	unknown|unknown|rope|unknown	unknown|unknown|rope|unknown	mountain|rope|rope|mountain
llm_synthesis_capacity	4	True	-0.007605356346149964	0.24658752263497122	0.2541928789811212	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
longevity_mismatch	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
lycurgan_laws__demographic_trap_reading	4	True	-0.03464662335468317	1.1233431586704243	1.1579897820251075	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
maat_order_principle__reciprocity_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	unknown|unknown|rope|unknown	unknown|unknown|rope|unknown	mountain|rope|rope|mountain
marriage_authority__judicial_harmonization_reading	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|scaffold|tangled_rope	tangled_rope|tangled_rope|scaffold|tangled_rope	mountain|rope|rope|mountain
mitochondrial_demand_signal_deficiency	4	True	0.1981423749654954	0.9315528632876693	0.7334104883221739	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
moral_causation_locus_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
moral_causation_locus_flat_control	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
nad_precursor_bioavailability	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
neutron_star_bombardment_reading	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	scaffold|scaffold|scaffold|scaffold	mountain|rope|rope|mountain
nicene_creed_authority__liturgical_habituation_reading	4	True	0.041875817713614386	0.10959445450443167	0.06771863679081729	True	True	False	unknown|rope|rope|rope	rope|rope|rope|rope	mountain|rope|rope|mountain
organization_floor_c0	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	unknown|unknown|scaffold|unknown	unknown|unknown|tangled_rope|unknown	mountain|rope|rope|mountain
performance_legitimacy_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
performance_legitimacy_flat_control	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	naturalized|snare|rope|snare	naturalized|snare|rope|snare	mountain|rope|rope|mountain
polaris_document_status_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
polaris_document_status_flat_control	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
post_evidentiary	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
pragmatic_action_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	mountain|rope|rope|mountain
pre_public_initiative_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	unknown|scaffold|scaffold|unknown	unknown|scaffold|scaffold|unknown	mountain|rope|rope|mountain
prerequisite_debt_reading	4	True	-0.020280950256399904	0.6575667270265899	0.6778476772829898	False	False	False	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	mountain|rope|rope|mountain
press_reformation_causality__strategic_deployment	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
press_reformation_causation__mutual_shaping	4	True	-0.008450395940166628	0.2739861362610792	0.2824365322012458	True	False	False	scaffold|scaffold|scaffold|scaffold	piton|piton|piton|piton	mountain|rope|rope|mountain
press_reformation_causation__strategic_deployment	4	True	0.6738687823163247	0.8493570224093454	0.17548824009302066	True	False	False	snare|snare|snare|snare	snare|snare|snare|snare	mountain|rope|rope|mountain
propagation_speed_asymmetry	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
property_sector_overhang	4	True	0.0279798310249639	0.9315528632876693	0.9035730322627054	False	False	False	tangled_rope|snare|naturalized|snare	tangled_rope|snare|naturalized|snare	mountain|rope|rope|mountain
protein_anabolic_resistance	4	True	-0.003380158376066651	0.10959445450443167	0.11297461288049832	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
qualitative_development_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
quantitative_growth_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
radiative_levitation_stratification	4	True	-0.001267559391024994	0.04109792043916187	0.04236547983018686	True	True	False	mountain|scaffold|scaffold|mountain	mountain|scaffold|scaffold|mountain	mountain|rope|rope|mountain
reading_acquisition_legitimacy__whole_language_meaning_primacy	4	True	-0.02535118782049988	0.8219584087832374	0.8473095966037373	False	False	False	naturalized|snare|rope|snare	naturalized|snare|rope|snare	mountain|rope|rope|mountain
refugee_convention_text__expansive_humanitarian_reading	4	True	0.34209272693568826	0.4383778180177267	0.09628509108203842	True	False	False	scaffold|scaffold|scaffold|scaffold	piton|piton|piton|piton	mountain|rope|rope|mountain
regulated_stablecoin_reading	4	True	-0.017745831474349917	0.5753708861482661	0.5931167176226161	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
responsibility_preservation_mechanism	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
scale_ceiling_c0	4	True	-0.007605356346149964	0.24658752263497122	0.2541928789811212	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
secession_legitimacy_boundary__constitutional_impossibility_reading	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	snare|unknown|scaffold|snare	snare|unknown|scaffold|snare	mountain|rope|rope|mountain
sex_gender_category__identity_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
shinbutsu_ontological_commitment__incoherence_reading	4	True	-0.028308826399558205	0.9178535564746153	0.9461623828741735	False	False	False	tangled_rope|tangled_rope|rope|unknown	tangled_rope|tangled_rope|rope|unknown	mountain|rope|rope|mountain
situational_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
sovereign_cbdc_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
specification_binding_authority	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
speech_protection_kernel__absolutist_reading	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
state_killing_legitimacy__abolition_reading	4	True	-0.04013938071579148	1.3014341472401258	1.3415735279559173	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
statutory_debt_ceiling__coordination_scaffold_reading	4	True	-0.008450395940166628	0.2739861362610792	0.2824365322012458	True	False	False	scaffold|scaffold|scaffold|scaffold	piton|piton|piton|piton	mountain|rope|rope|mountain
superheavy_decay_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	unknown|unknown|scaffold|unknown	unknown|unknown|scaffold|unknown	mountain|rope|rope|mountain
synthesis_infrastructure_gap	4	True	-0.009884074697871406	0.9315528632876693	0.9414369379855407	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
techno_nationalist_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
third_act_arbitrage	4	True	-0.024506148226483216	0.7945597951571295	0.8190659433836127	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
udhr_article_3__negative_liberty_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	snare|snare|rope|snare	snare|snare|rope|snare	mountain|rope|rope|mountain
validation_judgment_separation	4	True	-0.005070237564099976	0.16439168175664748	0.16946191932074745	True	False	False	scaffold|scaffold|scaffold|scaffold	rope|rope|rope|rope	mountain|rope|rope|mountain
vedic_corpus_social_prescription__colonial_orientalist_reading	4	True	-0.028731346196566535	0.9315528632876693	0.9602842094842359	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
visual_evidentiary_authority_contradictions	0	False	None	None	None	False	False	False	unknown|unknown|unknown|unknown	unknown|unknown|unknown|unknown	mountain|rope|rope|mountain
visual_evidentiary_authority_flat_control	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	mountain|rope|rope|mountain
womens_financial_autonomy	4	True	-0.01605575228631659	0.5205736588960505	0.5366294111823671	False	False	False	scaffold|scaffold|scaffold|unknown	scaffold|scaffold|scaffold|unknown	mountain|rope|rope|mountain
zero_mathematical_status__parmenidean_rejection	4	True	-0.009884074697871406	0.9315528632876693	0.9414369379855407	False	False	False	tangled_rope|snare|rope|snare	tangled_rope|snare|rope|snare	mountain|rope|rope|mountain
zero_mathematical_status__placeholder_reading	4	True	-0.026196227414516545	0.8493570224093454	0.875553249823862	False	False	False	tangled_rope|tangled_rope|rope|tangled_rope	tangled_rope|tangled_rope|rope|tangled_rope	mountain|rope|rope|mountain
zionist_legitimacy_basis__national_liberation_reading	4	True	-0.02746378680554154	0.8904549428485073	0.9179187296540489	False	False	False	naturalized|snare|rope|snare	naturalized|snare|rope|snare	mountain|rope|rope|mountain
